model_id,proposed_domain_trait,proposed_domain_rank,local_domain_trait,local_domain_rank,accuracy_0_100,accuracy_rank
kyujinpy/PlatYi-34B-Q,1.73355285531606,215,0.8122631981828996,532,44.0,249
lole25/phi-2-sft-ultrachat-full,1.730185935357747,216,0.8498803436895291,425,47.0,134
jondurbin/bagel-34b-v0.2,1.7215337128737136,217,0.7363510106568961,846,43.0,308
sumo43/Yi-34b-x2,1.721342333850868,218,0.8505800373951717,422,43.0,318
NLPinas/yi-bagel-2x34b,1.7211255674608117,219,0.8505800373951717,420,43.0,276
NLPinas/yi-bagel-2x34b-moe,1.7211255674608117,220,0.8505800373951717,421,43.0,277
Weyaxi/Nous-Hermes-2-SUS-Chat-34B-Slerp,1.7207802364900655,221,0.8679710508170412,372,43.0,285
EleutherAI/llemma_34b,1.7189943764882587,222,0.8507913754127352,419,46.0,146
DrNicefellow/ChatAllInOne-Yi-34B-200K-V1,1.7178850741151188,223,0.8158177784378827,521,43.0,265
ALBADDAWI/DeepCode-7B-Aurora-v12,1.7084437141739126,224,0.7040910521957393,980,47.0,116
AA051610/A0121,1.6975267683326818,225,0.7672846747763902,725,43.0,258
brucethemoose/Yi-34B-200K-DARE-megamerge-v8,1.6949528051513594,226,0.903106660028864,266,43.0,292
Sao10K/WinterGoddess-1.4x-70B-L2,1.6926416216613602,227,0.6379832579834943,1263,46.0,157
abacusai/Smaug-34B-v0.1,1.690279713242849,228,0.795353534112345,600,43.0,287
abacusai/Smaugv0.1,1.690279713242849,229,0.795353534112345,601,43.0,288
Weyaxi/Qwen-72B-Llama,1.6902100794018915,230,0.9508600108601668,172,43.0,286
KoboldAI/Mixtral-8x7B-Holodeck-v1,1.6851752291235973,231,0.8023497499891477,570,44.0,223
deepseek-ai/deepseek-llm-67b-chat,1.68498876151522,232,0.8048293566542294,560,45.0,195
adamo1139/Yi-34B-AEZAKMI-v1,1.6846592534742462,233,0.7562204196658079,767,44.0,238
ConvexAI/Luminex-34B-v0.2,1.6693676048745991,234,0.7797625858121894,673,43.0,263
OpenBuddy/openbuddy-mixtral-7bx8-v17.3-32k,1.6681484633668264,235,0.8458090360528927,433,44.0,228
argilla/notus-8x7b-experiment,1.6618833908971475,236,0.5498063177519898,1617,45.0,189
AA051610/AZG,1.659174119427154,237,0.7521880327163973,786,44.0,210
Mihaiii/Pallas-0.5-LASER-exp2-0.1,1.6569703309080857,238,0.7963306221249394,594,44.0,225
KnutJaegersberg/Deita-4b,1.654974306818514,239,0.9845134660235256,117,46.0,147
argilla/notux-8x7b-v1-epoch-2,1.6539899994602107,240,0.6454646393168673,1237,45.0,190
saltlux/luxia-21.4b-alignment-v0.1,1.6520769479827868,241,0.8707175858969614,364,44.0,252
OpenBuddy/openbuddy-mixtral-7bx8-v17.1-32k,1.6511053564345306,242,0.8958745843514683,285,43.0,281
louisbrulenaudet/Pearl-34B-dare,1.6465632457722517,243,0.81222220573367,533,42.0,375
fblgit/una-xaberius-34b-v1beta,1.6426653847570245,244,0.849496505707897,427,42.0,369
kyujinpy/PlatYi-34B-200K-Q,1.6389219718267722,245,0.9221341874657591,223,42.0,373
JaeyeonKang/CCK_Asura_v1.1.0,1.6324440233054387,246,0.8048605710057489,559,43.0,269
xDAN2099/xDAN-L2-moe-2x-v1,1.6323909399021206,247,0.7777830072999227,684,44.0,256
ALBADDAWI/DeepCode-7B-Aurora-v3,1.631863285674528,248,0.7116702923833581,948,46.0,144
Azure99/blossom-v4-yi-34b,1.631134758481052,249,0.8442763178849956,439,43.0,260
saltlux/luxia-21.4b-alignment-v1.0,1.6250114402002014,250,0.894540669637377,290,44.0,253
01-ai/Yi-9B,1.6242862662685469,251,0.7837536126792218,663,43.0,257
liminerity/Phigments12,1.622746909061849,252,0.9938135933800956,106,45.0,201
222limin/Liph-36-imatwarwithmyself,1.6197557747568714,253,0.9938135933800956,105,45.0,177
TomGrc/FusionNet_34Bx2_MoE_v0.1,1.618581377709538,254,0.7869707175502691,648,42.0,353
KnutJaegersberg/Deacon-20B,1.6163447354644025,255,0.9246643036533592,215,44.0,220
OpenBuddy/openbuddy-mixtral-7bx8-v18.1-32k,1.6155290540720109,256,0.8442093142600885,440,42.0,347
TeeZee/Kyllene-34B-v1.1,1.612852175464262,257,0.9479453653005182,175,42.0,352
AA051611/A0110,1.5954115216499658,258,0.8133262459358391,528,42.0,325
JaeyeonKang/CCK_Asura_v1,1.5817171492507458,259,0.8191818077339236,515,43.0,268
llmixer/BigWeave-v15-103b,1.5803419194711592,260,0.7639255678687389,739,44.0,251
kuotient/Seagull-Llama-3-8B-orpo-v0.3,1.5727923499349712,261,0.9979466002314727,102,43.0,309
Sao10K/Sensualize-Mixtral-bf16,1.5684171762096866,262,0.6979085189134945,1006,43.0,282
AA051610/A0120,1.5679322195875636,263,0.7750355054568387,703,42.0,323
Mihaiii/Pallas-0.5-LASER-0.1,1.5658984270572291,264,0.7390664081584707,832,43.0,273
Mihaiii/Pallas-0.5-LASER-0.4,1.5586510253924857,265,0.8170016783441595,517,43.0,275
JaeyeonKang/CCK_Gony_v3.1,1.5545712530083344,266,0.5498131843763802,1616,44.0,219
cloudyu/4bit_quant_TomGrc_FusionNet_34Bx2_MoE_v0.1_DPO,1.5521939618316951,267,0.7452675562152207,812,42.0,364
APMIC/caigun-lora-model-34B-v2,1.5496987803708362,268,0.8143566856459328,527,42.0,326
Open-Orca/Mixtral-SlimOrca-8x7B,1.5455951765519285,269,0.6181230892553289,1343,45.0,185
Mihaiii/Pallas-0.5-LASER-0.3,1.544381127662069,270,0.7634272068500554,741,43.0,274
kyujinpy/PlatYi-34B-Llama-Q-v2,1.5379291685792715,271,0.744603974663363,815,42.0,374
saltlux/luxia-21.4b-alignment-v0.2,1.5371311623110664,272,0.9027572134224112,267,43.0,316
Sao10K/Typhon-Mixtral-v1,1.532096782457901,273,0.7451105889904382,814,44.0,233
NeverSleep/MiquMaid-v1-70B,1.53137421257381,274,0.690573011093973,1057,42.0,343
wenbopan/Faro-Yi-9B,1.5305853370626108,275,0.6185744863933095,1339,45.0,207
wenbopan/Faro-Yi-9B-200K,1.5305853370626108,276,0.6185744863933095,1340,45.0,208
jondurbin/airoboros-34b-3.2,1.5170245789900696,277,0.7986957148079427,584,43.0,307
amu/spin-phi2,1.516170127627003,278,1.034025861204012,77,44.0,240
deepseek-ai/deepseek-llm-67b-base,1.514690574796372,279,0.8926215686328022,295,42.0,368
saltlux/luxia-21.4b-alignment-v0.4,1.5111213561771395,280,0.7982870970189422,586,43.0,317
Undi95/Miqu-MS-70B,1.509413598224585,281,0.7893923313151742,635,42.0,355
